seqnames	start	end	width	strand	V4	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
8	71819340	71820052	713	*	*	-0.0894399225111643	Promoter (<=1kb)	8	71819492	71822373	2882	1	ENSMUSG00000002395	ENSMUST00000110053	0
17	34320467	34320866	400	*	*	-0.0805700736689911	Promoter (1-2kb)	17	34318903	34328797	9895	1	ENSMUSG00000117772	ENSMUST00000237628	1564
5	73449928	73450573	646	*	*	-0.0853475324771147	Promoter (<=1kb)	5	73450127	73471300	21174	1	ENSMUSG00000029152	ENSMUST00000071081	0
1	37993743	37994142	400	*	*	0.0778637886577599	Promoter (2-3kb)	1	37985817	37996840	11024	2	ENSMUSG00000026085	ENSMUST00000027254	2698
16	22084543	22084942	400	*	*	-0.0867386341308562	Promoter (<=1kb)	16	22063299	22084755	21457	2	ENSMUSG00000022858	ENSMUST00000161286	0
5	121524605	121525004	400	*	*	-0.0701602934800704	Promoter (<=1kb)	5	121509788	121523695	13908	2	ENSMUSG00000042726	ENSMUST00000042312	-910
10	81012148	81012564	417	*	*	-0.0746594676440845	Promoter (<=1kb)	10	81012465	81018332	5868	1	ENSMUSG00000034994	ENSMUST00000047864	0
2	172781933	172782334	402	*	*	-0.0804757280725838	Promoter (<=1kb)	2	172709805	172782114	72310	2	ENSMUSG00000008999	ENSMUST00000009143	0
8	124100895	124101294	400	*	*	-0.0774805672340808	Promoter (<=1kb)	8	124100612	124127970	27359	1	ENSMUSG00000001472	ENSMUST00000212569	283
2	118731664	118732063	400	*	*	-0.0786576618143438	Promoter (<=1kb)	2	118731934	118755009	23076	1	ENSMUSG00000040007	ENSMUST00000036578	0
12	107927345	107927744	400	*	*	-0.0756109490598093	Intron (ENSMUST00000066060/ENSMUSG00000048251, intron 3 of 3)	12	107881481	107969673	88193	2	ENSMUSG00000048251	ENSMUST00000109887	41929
10	62606295	62606694	400	*	*	-0.0539925506909898	Promoter (1-2kb)	10	62605759	62607755	1997	2	ENSMUSG00000020074	ENSMUST00000218945	1061
8	96040520	96040919	400	*	*	0.0717893004963888	Promoter (2-3kb)	8	96038230	96047896	9667	1	ENSMUSG00000090206	ENSMUST00000212056	2290
2	132089489	132089888	400	*	*	-0.0865455257614229	Promoter (<=1kb)	2	132081412	132089574	8163	2	ENSMUSG00000027341	ENSMUST00000110164	0
6	73187428	73187827	400	*	*	0.0560885346074399	Promoter (1-2kb)	6	72994725	73189646	194922	2	ENSMUSG00000052861	ENSMUST00000204053	1819
1	39295589	39295988	400	*	*	-0.0800382922981501	Intron (ENSMUST00000173050/ENSMUSG00000026077, intron 1 of 2)	1	39315364	39315646	283	2	ENSMUSG00000092553	ENSMUST00000174365	19658
14	121673170	121673569	400	*	*	-0.0845386100613513	Distal Intergenic	14	121689142	121693174	4033	2	ENSMUSG00000115123	ENSMUST00000227451	19605
10	78410638	78411037	400	*	*	-0.0836469391983349	Promoter (<=1kb)	10	78410803	78412471	1669	1	ENSMUSG00000032763	ENSMUST00000218763	0
2	95498734	95499135	402	*	*	-0.0611484094279673	Distal Intergenic	2	95508062	95508200	139	1	ENSMUSG00000081757	ENSMUST00000118285	-8927
5	134640648	134641363	716	*	*	0.0756396359426244	Promoter (2-3kb)	5	134634792	134643820	9029	2	ENSMUSG00000040751	ENSMUST00000202085	2457
16	8628590	8628989	400	*	*	-0.0808978188749162	Distal Intergenic	16	8507459	8610172	102714	2	ENSMUSG00000022710	ENSMUST00000160405	-18418
14	124322085	124322484	400	*	*	-0.0444115912850842	Intron (ENSMUST00000095529/ENSMUSG00000025551, intron 3 of 4)	14	124225047	124253096	28050	1	ENSMUSG00000099994	ENSMUST00000190088	97038
17	56974593	56974992	400	*	*	0.0644842997339406	Distal Intergenic	17	56980294	57014879	34586	1	ENSMUSG00000002372	ENSMUST00000232975	-5302
7	127077397	127077796	400	*	*	-0.0815780199204261	Promoter (<=1kb)	7	127078371	127090678	12308	1	ENSMUSG00000042423	ENSMUST00000205432	-575
13	45022883	45023634	752	*	*	-0.0814320901724618	Intron (ENSMUST00000173704/ENSMUSG00000038518, intron 4 of 18)	13	44994259	45049957	55699	1	ENSMUSG00000038518	ENSMUST00000173003	28624
11	56970226	56970625	400	*	*	0.0463656603862438	Intron (ENSMUST00000036315/ENSMUSG00000020524, intron 2 of 15)	11	56903872	57221066	317195	1	ENSMUSG00000020524	ENSMUST00000151045	66354
12	100208575	100208974	400	*	*	-0.0581893550597502	Promoter (<=1kb)	12	100204271	100208703	4433	2	ENSMUSG00000113362	ENSMUST00000220782	0
14	54740888	54741287	400	*	*	-0.0525985063719728	Distal Intergenic	14	54748458	54750913	2456	2	ENSMUSG00000023110	ENSMUST00000139964	9626
11	71867527	71867926	400	*	*	0.0693429341443156	Distal Intergenic	11	71819297	71830948	11652	2	ENSMUSG00000085528	ENSMUST00000128489	-36579
6	82629796	82630195	400	*	*	-0.0845649071447374	Promoter (<=1kb)	6	82598833	82629851	31019	2	ENSMUSG00000030042	ENSMUST00000160281	0
3	102042924	102043323	400	*	*	-0.0655220004002519	Promoter (<=1kb)	3	102041931	102044812	2882	1	ENSMUSG00000106296	ENSMUST00000197326	993
2	168797328	168797730	403	*	*	-0.0877646135991006	Promoter (<=1kb)	2	168735251	168797507	62257	2	ENSMUSG00000027551	ENSMUST00000109162	0
2	173012503	173012902	400	*	*	-0.0456867595671035	Distal Intergenic	2	172994875	173001064	6190	1	ENSMUSG00000027513	ENSMUST00000136885	17628
14	110333578	110333977	400	*	*	-0.0563353439891137	Distal Intergenic	14	110399267	110399377	111	1	ENSMUSG00002075588	ENSMUST00020181870	-65290
10	80512126	80512525	400	*	*	-0.0822719462989787	Promoter (<=1kb)	10	80501161	80512127	10967	2	ENSMUSG00000020190	ENSMUST00000200082	0
2	152661806	152662205	400	*	*	0.0742490662030032	Intron (ENSMUST00000007803/ENSMUSG00000007659, intron 2 of 2)	2	152623331	152670455	47125	2	ENSMUSG00000007659	ENSMUST00000173755	8250
2	26799991	26800781	791	*	*	-0.0846072013683987	Promoter (<=1kb)	2	26795274	26800689	5416	2	ENSMUSG00000015776	ENSMUST00000102899	0
6	149010409	149010810	402	*	*	0.0606734795601492	Distal Intergenic	6	148889569	149003178	113610	2	ENSMUSG00000030313	ENSMUST00000111557	-7231
4	131644355	131644756	402	*	*	-0.067230442128331	Promoter (1-2kb)	4	131639727	131642827	3101	2	ENSMUSG00000085667	ENSMUST00000132111	-1528
5	110499493	110499892	400	*	*	0.0560952089947356	Promoter (2-3kb)	5	110501962	110503960	1999	1	ENSMUSG00000072754	ENSMUST00000100924	-2070
2	166359244	166359643	400	*	*	-0.0569702493835221	Promoter (<=1kb)	2	166341956	166358286	16331	2	ENSMUSG00000085682	ENSMUST00000228324	-958
3	60254255	60254654	400	*	*	0.0594636310408571	Distal Intergenic	3	60249779	60250514	736	2	ENSMUSG00000107270	ENSMUST00000201864	-3741
17	56343444	56343843	400	*	*	-0.0801801898802616	Promoter (<=1kb)	17	56323750	56343635	19886	2	ENSMUSG00000003200	ENSMUST00000003268	0
8	27355144	27355543	400	*	*	-0.0789282275246494	Intron (ENSMUST00000210732/ENSMUSG00000100335, intron 1 of 2)	8	27304621	27370610	65990	2	ENSMUSG00000100335	ENSMUST00000210732	15067
11	103588338	103588737	400	*	*	-0.0788122962084956	Promoter (<=1kb)	11	103567675	103588724	21050	2	ENSMUSG00000020946	ENSMUST00000021329	0
8	96777386	96777785	400	*	*	0.0565958516859616	Distal Intergenic	8	96648157	96649241	1085	1	ENSMUSG00000110506	ENSMUST00000212919	129229
11	83356788	83357187	400	*	*	-0.07406709274519	Promoter (2-3kb)	11	83342212	83353897	11686	2	ENSMUSG00000020682	ENSMUST00000138780	-2891
11	12245385	12245786	402	*	*	-0.0683383961516994	Intron (ENSMUST00000172919/ENSMUSG00000020173, intron 7 of 7)	11	12264514	12287130	22617	1	ENSMUSG00000086584	ENSMUST00000153794	-18728
10	81406661	81407060	400	*	*	-0.0795381851964763	Distal Intergenic	10	81410395	81426300	15906	1	ENSMUSG00000034771	ENSMUST00000140433	-3335
11	20677196	20677595	400	*	*	-0.0506843999550107	Promoter (<=1kb)	11	20635084	20677607	42524	2	ENSMUSG00000049659	ENSMUST00000146722	12
4	123480546	123480945	400	*	*	-0.0553255532252204	Intron (ENSMUST00000097897/ENSMUSG00000028649, intron 1 of 97)	4	123243509	123466853	223345	2	ENSMUSG00000028649	ENSMUST00000238555	-13693
1	159544719	159545118	400	*	*	-0.063488714956843	Intron (ENSMUST00000192069/ENSMUSG00000015829, intron 1 of 22)	1	159565080	159751967	186888	1	ENSMUSG00000015829	ENSMUST00000111669	-19962
8	78532235	78532634	400	*	*	0.0525805389279488	Promoter (1-2kb)	8	78534164	78534269	106	1	ENSMUSG00000087761	ENSMUST00000157136	-1530
8	112443249	112443648	400	*	*	0.0866873862207173	Intron (ENSMUST00000166232/ENSMUSG00000031955, intron 2 of 6)	8	112446024	112458737	12714	2	ENSMUSG00000031955	ENSMUST00000212147	15089
16	86370438	86370837	400	*	*	-0.0631704255009583	Distal Intergenic	16	86555787	86556264	478	1	ENSMUSG00000116906	ENSMUST00000232053	-184950
11	53321062	53321852	791	*	*	-0.0822082721096613	Promoter (<=1kb)	11	53321850	53327729	5880	1	ENSMUSG00000018238	ENSMUST00000156037	0
4	143138769	143139168	400	*	*	-0.0741344501611927	Promoter (<=1kb)	4	143138996	143147661	8666	1	ENSMUSG00000046862	ENSMUST00000059790	0
9	85631278	85631677	400	*	*	-0.085221697589279	Promoter (<=1kb)	9	85569413	85631387	61975	2	ENSMUSG00000035941	ENSMUST00000039213	0
18	86295433	86295832	400	*	*	-0.0458438427996541	Distal Intergenic	18	86261090	86261645	556	2	ENSMUSG00000118283	ENSMUST00000238105	-33788
8	40877397	40878171	775	*	*	0.0840709850018376	Promoter (<=1kb)	8	40877145	40907656	30512	1	ENSMUSG00000039470	ENSMUST00000168799	252
18	80685710	80686109	400	*	*	0.054489249396598	Intron (ENSMUST00000167977/ENSMUSG00000033016, intron 8 of 9)	18	80650605	80652190	1586	2	ENSMUSG00000033016	ENSMUST00000237776	-33520
11	59623443	59623842	400	*	*	-0.0760361851007224	Promoter (<=1kb)	11	59616743	59623598	6856	2	ENSMUSG00000086330	ENSMUST00000139530	0
8	78386316	78386715	400	*	*	0.0510795133697172	Promoter (<=1kb)	8	78386320	78389041	2722	1	ENSMUSG00000109866	ENSMUST00000211466	0
9	49056764	49057163	400	*	*	0.0528976054953526	Distal Intergenic	9	49020302	49028885	8584	1	ENSMUSG00000032268	ENSMUST00000170426	36462
14	82395485	82395887	403	*	*	-0.0547833700368548	Distal Intergenic	14	82377563	82380018	2456	2	ENSMUSG00000115825	ENSMUST00000228751	-15467
13	38606462	38606861	400	*	*	0.055634010324063	Intron (ENSMUST00000171970/ENSMUSG00000039004, intron 1 of 6)	13	38578421	38669895	91475	1	ENSMUSG00000039004	ENSMUST00000223628	28041
2	83754197	83754601	405	*	*	-0.0617576007339295	Promoter (<=1kb)	2	83753268	83754023	756	2	ENSMUSG00000034552	ENSMUST00000155127	-174
16	10603229	10603947	719	*	*	-0.086604966626577	Promoter (<=1kb)	16	10600104	10603400	3297	2	ENSMUSG00000038037	ENSMUST00000229866	0
11	69308329	69308728	400	*	*	-0.083990682284428	Distal Intergenic	11	69289334	69304501	15168	2	ENSMUSG00000018476	ENSMUST00000094077	-3828
4	88394670	88395069	400	*	*	0.0626592040371253	Distal Intergenic	4	88328578	88357165	28588	2	ENSMUSG00000028497	ENSMUST00000151280	-37505
X	56098415	56098814	400	*	*	-0.0650042386214995	Promoter (<=1kb)	20	56098943	56102566	3624	1	ENSMUSG00000067873	ENSMUST00000114751	-129
14	4230933	4231332	400	*	*	-0.0806545142677025	Promoter (<=1kb)	14	4230685	4262953	32269	1	ENSMUSG00000021775	ENSMUST00000225491	248
6	120167363	120167762	400	*	*	0.0828609765023285	Intron (ENSMUST00000112711/ENSMUSG00000041377, intron 1 of 3)	6	120170784	120177295	6512	1	ENSMUSG00000041377	ENSMUST00000035244	-3022
19	47345023	47345422	400	*	*	-0.0747911213708525	Intron (ENSMUST00000081619/ENSMUSG00000053617, intron 5 of 14)	19	47255352	47303190	47839	2	ENSMUSG00000053617	ENSMUST00000237796	-41833
16	78173498	78173897	400	*	*	-0.069133507707479	Promoter (<=1kb)	16	78156748	78173698	16951	2	ENSMUSG00000022863	ENSMUST00000023570	0
6	73130691	73131090	400	*	*	0.0552348886103484	Intron (ENSMUST00000064948/ENSMUSG00000052861, intron 22 of 76)	6	73118468	73118663	196	2	ENSMUSG00000065072	ENSMUST00000083138	-12028
2	180097773	180098172	400	*	*	-0.06708165963285	Promoter (<=1kb)	2	180098038	180116660	18623	1	ENSMUSG00000038963	ENSMUST00000038259	0
2	168072067	168072734	668	*	*	-0.0817008613714691	Promoter (<=1kb)	2	168072542	168074514	1973	1	ENSMUSG00000074576	ENSMUST00000099071	0
8	113859306	113859706	401	*	*	-0.0560721245052996	Distal Intergenic	8	113793894	113819966	26073	1	ENSMUSG00000110541	ENSMUST00000212238	65412
3	31363039	31363438	400	*	*	-0.0467148860270074	Promoter (1-2kb)	3	31257007	31364527	107521	2	ENSMUSG00000069072	ENSMUST00000091259	1089
1	39725002	39725401	400	*	*	-0.0679119579982174	Intron (ENSMUST00000151913/ENSMUSG00000057173, intron 7 of 14)	1	39720092	39731031	10940	2	ENSMUSG00000057173	ENSMUST00000126760	5630
2	141429237	141429636	400	*	*	0.0672666444570632	Intron (ENSMUST00000110067/ENSMUSG00000068205, intron 6 of 16)	2	141397596	142234886	837291	1	ENSMUSG00000068205	ENSMUST00000138786	31641
17	87754514	87754913	400	*	*	-0.0785524295361635	Promoter (<=1kb)	17	87743054	87754363	11310	2	ENSMUSG00000036438	ENSMUST00000238271	-151
19	5100573	5100972	400	*	*	-0.0829461025824478	Promoter (<=1kb)	19	5100813	5101511	699	1	ENSMUSG00000024883	ENSMUST00000224254	0
8	97827172	97827571	400	*	*	-0.0416319161452618	Distal Intergenic	8	97890425	97891662	1238	1	ENSMUSG00000110715	ENSMUST00000212776	-62854
12	66596913	66597312	400	*	*	-0.0548811266199231	5' UTR	12	66514132	66607749	93618	2	ENSMUSG00000034912	ENSMUST00000222987	10437
15	81755683	81756344	662	*	*	-0.080751409692399	Promoter (<=1kb)	15	81748721	81756112	7392	2	ENSMUSG00000061360	ENSMUST00000023117	0
5	73339574	73339973	400	*	*	0.0690011952106706	Intron (ENSMUST00000101127/ENSMUSG00000070733, intron 3 of 62)	5	73345297	73347760	2464	2	ENSMUSG00000107109	ENSMUST00000201197	7787
12	86129123	86129775	653	*	*	-0.0729619096411895	Promoter (<=1kb)	12	86129315	86139261	9947	1	ENSMUSG00000007867	ENSMUST00000221194	0
12	100243057	100243456	400	*	*	-0.0763014434444772	Promoter (<=1kb)	12	100242868	100267167	24300	1	ENSMUSG00000113679	ENSMUST00000223300	189
8	35050796	35051195	400	*	*	0.0748790162804256	Distal Intergenic	8	35075459	35086583	11125	1	ENSMUSG00000109880	ENSMUST00000211296	-24264
12	107773983	107774382	400	*	*	-0.0817587262457224	Distal Intergenic	12	107710395	107750300	39906	2	ENSMUSG00000086975	ENSMUST00000134448	-23683
19	13144251	13144650	400	*	*	-0.0416131187638279	Promoter (1-2kb)	19	13142380	13143318	939	1	ENSMUSG00000045883	ENSMUST00000053772	1871
9	118918500	118918899	400	*	*	0.0801572528167934	Promoter (1-2kb)	9	118900595	118917329	16735	2	ENSMUSG00000010660	ENSMUST00000214470	-1171
5	7177947	7178348	402	*	*	-0.0597251629770635	Intron (ENSMUST00000200317/ENSMUSG00000092094, intron 1 of 3)	5	7227706	7227856	151	2	ENSMUSG00000064851	ENSMUST00000082917	49508
2	134606810	134607209	400	*	*	0.0486753598445736	Promoter (1-2kb)	2	134604744	134605550	807	2	ENSMUSG00000083879	ENSMUST00000121500	-1260
16	30005746	30006145	400	*	*	-0.0842948676709901	Distal Intergenic	16	30013889	30019117	5229	1	ENSMUSG00000101888	ENSMUST00000187479	-7744
5	93102924	93103323	400	*	*	-0.0737068180975273	Exon (ENSMUST00000113055/ENSMUSG00000029381, exon 9 of 11)	5	93109898	93112649	2752	1	ENSMUSG00000029381	ENSMUST00000172752	-6575
11	87937929	87938328	400	*	*	-0.0774459163080572	Promoter (<=1kb)	11	87938199	87944581	6383	1	ENSMUSG00000018379	ENSMUST00000139129	0
3	130409312	130409711	400	*	*	0.0442062014177511	Promoter (1-2kb)	3	130411097	130428458	17362	1	ENSMUSG00000019232	ENSMUST00000166187	-1386
12	110673130	110673529	400	*	*	-0.0640119780330875	Distal Intergenic	12	110661063	110669162	8100	2	ENSMUSG00000021270	ENSMUST00000155242	-3968
7	116119056	116119455	400	*	*	0.0555912832764885	Intron (ENSMUST00000032895/ENSMUSG00000030659, intron 2 of 13)	7	116128047	116135268	7222	1	ENSMUSG00000030659	ENSMUST00000183335	-8592
17	56312685	56313084	400	*	*	-0.0788880797158468	Promoter (<=1kb)	17	56312711	56318924	6214	1	ENSMUSG00000003199	ENSMUST00000133998	0
5	59889782	59890183	402	*	*	-0.0436303943770752	Distal Intergenic	5	59935255	59935666	412	1	ENSMUSG00000104889	ENSMUST00000196579	-45072
18	70327949	70328348	400	*	*	0.0429757091780196	Distal Intergenic	18	70373500	70377653	4154	2	ENSMUSG00000024512	ENSMUST00000025390	49305
15	37006607	37007006	400	*	*	0.0683899742041734	Promoter (<=1kb)	15	37001043	37007259	6217	2	ENSMUSG00000062397	ENSMUST00000226453	253
8	127393078	127393477	400	*	*	-0.0842248365517017	Distal Intergenic	8	127315035	127320725	5691	2	ENSMUSG00000051495	ENSMUST00000054960	-72353
16	56941836	56942235	400	*	*	-0.0798841462224666	Promoter (<=1kb)	16	56942066	56977068	35003	1	ENSMUSG00000022752	ENSMUST00000166897	0
6	44369939	44370338	400	*	*	-0.0516274172153897	Distal Intergenic	6	44644225	44644369	145	2	ENSMUSG00000107953	ENSMUST00000204867	274031
2	120234438	120234837	400	*	*	-0.0804227681174976	Promoter (<=1kb)	2	120185793	120234550	48758	2	ENSMUSG00000033808	ENSMUST00000090042	0
4	132968489	132968888	400	*	*	-0.0824777553294975	Promoter (<=1kb)	4	132968129	132980240	12112	1	ENSMUSG00000028862	ENSMUST00000030677	360
1	187965261	187965660	400	*	*	0.042988422435003	Distal Intergenic	1	187978337	187990082	11746	1	ENSMUSG00000104482	ENSMUST00000194032	-12677
11	94434713	94435123	411	*	*	-0.07776257437225	Exon (ENSMUST00000040487/ENSMUSG00000039096, exon 5 of 9)	11	94435461	94439428	3968	2	ENSMUSG00000039096	ENSMUST00000148888	4305
10	128047488	128047887	400	*	*	-0.0780390071893092	Promoter (<=1kb)	10	128045777	128047676	1900	2	ENSMUSG00000051346	ENSMUST00000061995	0
5	128107341	128107748	408	*	*	0.0520161687449071	Intron (ENSMUST00000044441/ENSMUSG00000034310, intron 3 of 8)	5	127955595	127959440	3846	1	ENSMUSG00000085328	ENSMUST00000164420	151746
2	168443634	168444033	400	*	*	-0.0828332756603235	Promoter (<=1kb)	2	168361018	168443577	82560	2	ENSMUSG00000027544	ENSMUST00000137451	-57
7	105401275	105401674	400	*	*	-0.072375920265042	Promoter (<=1kb)	7	105394018	105401442	7425	2	ENSMUSG00000030894	ENSMUST00000033184	0
14	21125832	21126231	400	*	*	-0.0826740648535088	Promoter (<=1kb)	14	21126220	21498630	372411	1	ENSMUSG00000039197	ENSMUST00000224069	0
7	89134856	89135255	400	*	*	-0.0505846725564279	Distal Intergenic	7	89159215	89160576	1362	1	ENSMUSG00000030623	ENSMUST00000179361	-23960
17	7094611	7095010	400	*	*	-0.0770553130995056	Distal Intergenic	17	7075908	7085928	10021	1	ENSMUSG00000116644	ENSMUST00000231816	18703
X	76839428	76839827	400	*	*	-0.0736321735588485	Promoter (<=1kb)	20	76815061	76839578	24518	2	ENSMUSG00000035725	ENSMUST00000114044	0
19	44183583	44183982	400	*	*	-0.0559609771217307	Promoter (2-3kb)	19	44136077	44180881	44805	2	ENSMUSG00000037578	ENSMUST00000161357	-2702
1	92767997	92768396	400	*	*	-0.0588425954796515	Promoter (2-3kb)	1	92748680	92765618	16939	2	ENSMUSG00000100781	ENSMUST00000189080	-2379
8	66495471	66495873	403	*	*	-0.0561228070881621	Intron (ENSMUST00000152320/ENSMUSG00000036469, intron 3 of 8)	8	66454998	66455104	107	2	ENSMUSG00000119461	ENSMUST00000239839	-40367
15	76080827	76081226	400	*	*	-0.0847548699591377	Promoter (<=1kb)	15	76055176	76079910	24735	2	ENSMUSG00000022565	ENSMUST00000023226	-917
3	85864595	85864994	400	*	*	0.0572339339767237	Distal Intergenic	3	85870078	85870139	62	2	ENSMUSG00000118701	ENSMUST00000158452	5145
18	87035797	87036196	400	*	*	0.0613974043210708	Distal Intergenic	18	86944089	86945043	955	2	ENSMUSG00000117908	ENSMUST00000236018	-90754
4	6347221	6347620	400	*	*	0.0469268069098823	Distal Intergenic	4	6352105	6357530	5426	2	ENSMUSG00000085295	ENSMUST00000139214	9910
1	156386143	156386542	400	*	*	-0.0706711355749303	Promoter (<=1kb)	1	156386356	156452946	66591	1	ENSMUSG00000026596	ENSMUST00000173929	0
11	48629651	48630051	401	*	*	-0.067332811924001	Distal Intergenic	11	48625381	48626388	1008	2	ENSMUSG00000083460	ENSMUST00000118655	-3263
11	79144699	79145098	400	*	*	-0.0683666257866084	Promoter (<=1kb)	11	79134226	79145296	11071	2	ENSMUSG00000017677	ENSMUST00000131848	198
15	101181974	101182373	400	*	*	-0.0809449861977414	Promoter (<=1kb)	15	101182153	101188826	6674	1	ENSMUSG00000037204	ENSMUST00000048393	0
2	105082268	105082667	400	*	*	0.0534338674591426	Intron (ENSMUST00000068813/ENSMUSG00000055312, intron 1 of 3)	2	105054687	105209380	154694	1	ENSMUSG00000055312	ENSMUST00000131060	27581
18	45049680	45050081	402	*	*	-0.0632240649950082	Distal Intergenic	18	44988302	44988820	519	1	ENSMUSG00000034653	ENSMUST00000202176	61378
5	41424307	41424706	400	*	*	-0.0544167216955828	Distal Intergenic	5	41438579	41440243	1665	1	ENSMUSG00000106865	ENSMUST00000200907	-13873
11	110400334	110400733	400	*	*	-0.0570531328067715	Intron (ENSMUST00000020949/ENSMUSG00000020623, intron 11 of 11)	11	110369865	110388752	18888	1	ENSMUSG00000020623	ENSMUST00000133920	30469
15	79261846	79262245	400	*	*	-0.0807588287279852	Promoter (2-3kb)	15	79259428	79259500	73	2	ENSMUSG00000088901	ENSMUST00000158276	-2346
11	55094922	55095321	400	*	*	-0.0736070688144698	Promoter (<=1kb)	11	55095176	55127156	31981	1	ENSMUSG00000020261	ENSMUST00000108872	0
9	22136782	22137187	406	*	*	-0.0802102322646928	Promoter (<=1kb)	9	22137010	22151391	14382	1	ENSMUSG00000057982	ENSMUST00000215902	0
17	83620091	83620490	400	*	*	-0.0740687504658985	Distal Intergenic	17	83595975	83596489	515	1	ENSMUSG00000094256	ENSMUST00000077420	24116
11	106539146	106539545	400	*	*	-0.056984092667427	Distal Intergenic	11	106552011	106554152	2142	2	ENSMUSG00000020717	ENSMUST00000184424	14607
